Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
11.92666,21,5,14.9,4,14.6,19,4,21.3,5,1,641,6,4.18,337.44,8
13.66,5,2,17.6,0,15.9,27,3.9,36.7,0,3,609,9,0.43,31.54,15
11.31428,22,13,16.4,4,14.5,24,3.9,39.9,4,3,317,11,6.84,719.79,2
11.5425,11,13,16.6,3,9.8,26,3.9,28.6,0,3,915,10,5.60,344.14,4
10.94,12,4,15.3,4,11.7,22,3.8,24.9,1,3,723,7,4.06,398.33,2
10.8,2,5,16.3,5,9.8,23,3.9,42.1,0,3,598,11,0.45,64.76,9
9.511111,12,14,14.7,3,8.2,14,4,28.7,4,3,866,9,4.11,642.48,2
11.31666,18,13,15.6,2,14,25,4,34.1,14,3,772,10,5.90,602.61,8
11.68,14,5,15.8,1,9,18,3.5,51.4,34,3,1171,9,3.20,346.37,11
12.705,24,13,16.8,1,15.5,22,4,30.3,1,3,365,9,1.41,73.92,13
12.36,12,5,16.6,0,12,23,3.9,42.5,0,4,500,10,1.77,138.23,3
12.33,13,3,15.5,0,11.2,28,3.5,43.5,0,3,1137,9,0.21,15.77,5
12.96714,21,2,16.6,0,11.6,22,3.3,30.5,1,3,388,10,4.51,601.46,11
10.74,12,8,15.5,2,12.6,16,3.9,35.6,29,3,489,7,1.90,193.89,10
12.36428,9,13,15.3,2,8.5,24,3.8,35.2,4,4,531,10,4.06,428.36,12
11.815,21,11,16.0,1,13.6,18,4.3,33.3,6,3,607,9,5.39,562.73,8
11.565,13,11,18.0,1,15.2,23,3.7,39.2,76,3,395,8,2.93,199.31,7
13.12666,5,13,14.9,2,13.2,19,3.9,43.7,3,4,484,10,3.28,274.2,10
12.635,13,14,15.8,0,15.2,22,4,24.8,1,3,1039,8,3.00,384.44,5
13.28333,16,11,16.7,1,14.9,20,3.8,24.3,1,3,528,9,1.10,121.75,10
11.3,16,4,16.3,5,13.9,24,3.8,34.3,0,3,398,11,0.72,359.88,10
12.85333,14,14,14.3,0,13.2,19,3.5,26.7,1,3,411,8,2.67,231.75,11
12.02727,1,11,16.4,2,13.9,28,3.7,32.9,23,3,1037,10,2.84,346.72,13
11.62,13,11,15.9,0,14.3,22,3.6,49.2,0,3,1000,8,0.57,46.31,8
12.36,12,4,16.5,5,11.3,25,3.9,39.5,0,4,389,11,0.86,78.74,1
10.93,24,5,15.5,4,12.3,29,4.1,33.9,0,2,856,7,0.32,26.8,13
14.59333,16,4,15.0,4,11.7,23,3.9,33.1,1,2,807,7,6.69,689.24,12
12.6,12,4,14.7,2,9.3,14,4,40.7,0,3,1104,10,0.40,28.63,9
11.33,7,7,14.6,0,7.9,15,3.7,42.3,1,2,596,6,4.49,340.61,15
8.82,2,2,15.7,1,11.1,27,3.8,34.6,0,2,393,6,0.31,49.11,14
7.71,16,11,15.4,1,10.3,17,3.7,29.5,0,2,321,6,0.52,58.14,1
12.07312,12,14,15.5,0,12.9,23,3.9,24.5,6,3,638,9,11.91,1044.67,3
10.97,16,14,15.5,2,14.3,23,3.7,21.5,40,3,864,8,7.75,713.44,1
11.45333,21,14,15.4,1,11.4,21,4,47.8,1,2,477,7,2.96,333.62,8
10.7,2,7,17.6,1,13.1,22,3.9,28.1,0,2,669,6,0.62,56.87,9
12.11333,16,4,16.6,5,16.4,19,3.9,30.8,2,3,514,11,6.93,735.04,12
10.855,21,14,15.1,1,11.2,23,3.7,33.4,32,3,602,10,4.93,671.42,4
11.93285,21,14,15.3,2,11.8,14,3.9,33.9,30,3,454,8,4.93,615.5,8
11.71,7,2,16.2,0,11.8,25,3.9,25.7,0,4,810,10,0.28,43.25,15
10.78666,16,5,15.7,2,9.4,21,3.9,46,5,2,1584,8,2.47,221.55,1
11.745,7,5,15.7,4,11.4,23,3.6,20.9,1,2,1055,6,2.98,304,11
11.1,12,8,17.0,2,16.7,27,3.4,34.4,18,2,285,7,2.26,202.25,14
9.32,24,7,14.7,3,9.5,18,3.7,44.1,0,4,478,10,1.40,88.78,9
12.235,11,14,15.2,2,8.8,13,3.9,23.4,1,3,735,8,1.09,133.28,4
11.66,2,2,15.5,1,9.7,22,3.6,27.4,47,3,747,9,2.69,350.07,1
12.155,19,7,15.3,2,10.1,27,4,30,0,3,627,7,1.50,132.76,13
11.912,12,5,15.6,1,13.9,23,3.5,38.6,8,4,590,9,3.50,440.71,9
12.264,21,2,16.1,4,12.8,24,3.7,31,0,4,741,9,3.07,240.93,11
9.605,21,7,14.9,3,8.3,29,3.5,29.1,1,2,414,6,3.61,259.89,8
13.535,11,2,15.5,0,11.5,22,3.4,42.1,0,3,444,8,1.92,167.08,4
11.75,9,14,15.9,2,15.2,21,3.7,38.9,0,3,236,8,1.63,61.64,13
10.755,2,1,16.1,6,12.1,26,3.6,35.3,107,3,669,9,1.90,159.74,15
11.605,2,14,15.0,3,10.5,19,3.9,42.5,1,2,894,7,1.45,129.95,15
12.608,12,5,15.8,0,13.1,11,4,28.2,2,2,293,7,4.20,467.27,2
10.26875,11,14,15.4,0,10.5,22,3.9,34.3,2,2,837,9,6.98,652.38,4
11.2325,2,5,16.1,2,11.8,23,3.7,39.3,1,2,646,6,4.16,381.83,9
12.00333,16,7,16.5,0,12.4,26,3.8,23.7,0,2,669,6,2.42,252.66,6
12.53,16,4,15.1,2,9.1,21,3.7,42.2,0,3,928,10,0.94,88.88,12
12.575,21,5,14.9,4,9.3,20,3.7,37.2,2,2,942,6,3.45,291.33,6
14.22666,16,9,16.2,1,13.5,22,3.9,25.2,1,3,812,7,4.60,426.99,12
13.108,16,4,16.0,3,12.6,23,3.9,47.4,1,4,513,11,4.88,335.6,6
11.65,13,8,16.0,3,13.2,23,3.9,30.8,0,3,756,10,0.32,17.14,5
11.17,14,13,15.7,4,11.9,22,3.8,31.5,1,3,435,7,1.57,175.25,15
10.395,12,4,15.9,1,11,21,3.8,39.4,0,3,281,8,0.29,59.66,3
11.2075,14,13,15.2,5,12.9,34,4,45.1,30,2,809,7,2.30,281.07,15
10.735,21,6,15.6,4,12.1,27,3.8,31.9,0,4,337,10,2.60,97.21,8
11.62,23,13,15.7,6,10.6,30,3.9,24.6,1,3,443,8,2.86,242.94,7
14.44,24,14,15.0,0,13.7,20,3,37.4,0,3,286,7,3.30,110.37,13
13.286,12,5,15.0,0,10.7,18,4,20.3,1,2,793,7,4.99,574.68,6
11.65,3,13,15.4,4,11.3,24,4,45.6,1,3,934,8,6.23,335.57,13
11.32,22,2,17.7,2,16.2,23,2.9,26.8,139,3,370,9,4.82,457.99,2
11.069,13,11,16.3,1,17.2,20,3.7,34.4,132,3,1164,9,9.48,864.9,2
11.51333,2,2,16.2,4,15.1,26,4.1,49.5,1,3,1087,10,2.98,321.15,15
12.03,23,3,16.2,1,12.7,20,4,32.6,0,4,526,10,0.34,31.53,7
12.32,2,3,15.6,1,16.5,25,3.7,19.8,0,2,671,8,0.37,49.82,9
10.43,20,7,15.5,3,11.6,24,3.7,34.2,0,2,515,7,2.28,116.01,15
12.2625,1,2,15.9,2,11.6,25,2.9,43.5,29,3,955,10,1.86,150.47,2
12.92,9,11,15.2,1,12.1,25,3.6,34.8,0,2,641,8,0.22,37.34,12
9.462,7,3,16.3,2,13.3,24,4.3,14.8,2,3,866,7,3.37,490.7,4
10.925,14,5,15.0,3,12.3,20,3.9,34.1,0,2,1244,7,1.37,124.5,9
11.1475,19,1,16.6,3,13.5,27,3.8,39.4,1,3,933,7,4.45,298.8,5
10.28,16,14,15.3,1,11.4,19,3.8,45.9,0,2,793,7,0.18,24.91,3
10.34333,12,7,16.3,2,13.8,16,3.7,38.9,1,4,502,11,3.03,243.62,2
11.478,7,5,15.9,3,12.7,17,3.7,27.6,31,3,1032,7,2.73,464.68,15
10.99,16,4,14.9,0,10.9,27,3.9,45.8,0,2,688,7,2.52,207.49,14
12.164,2,5,15.7,2,13.4,22,4,45.9,1,3,854,9,2.59,283.64,14
13.15333,24,2,15.7,1,10.4,20,3.7,37.7,5,3,512,8,2.04,233.9,13
10.59,13,11,16.0,2,12.6,26,3.9,31.9,0,2,279,7,0.56,60.37,3
11.732,16,5,16.4,3,11.3,21,4,49.6,89,3,692,8,1.84,204.06,10
12.32,12,11,16.0,2,14.6,22,4,42.9,0,3,511,8,1.14,93.62,5
13.045,16,4,16.4,4,13.6,26,3.7,39.7,1,5,588,11,7.43,659.52,6
12.61857,19,5,16.9,3,13.9,15,3.7,42.7,5,3,707,6,5.67,447.72,13
12.86,5,4,16.6,5,10.7,18,3.7,34.9,0,3,331,11,0.35,22.43,10
12.965,5,14,15.0,0,9.8,17,4.3,32.6,0,3,943,8,2.22,167.87,15
10.21,5,6,16.6,4,15.2,25,4.1,43.1,0,2,542,7,0.88,60.43,8
11.82,7,10,16.6,2,12.3,21,3.9,28.9,0,3,608,10,0.64,61.19,11
9.65,16,4,16.0,1,13.8,20,3.8,41.4,0,2,716,8,0.65,66.88,14
11.93,16,13,16.0,4,12.4,24,3.9,35.2,3,4,995,10,2.82,162.96,10
11.036,13,14,14.9,2,10.2,20,3.7,46,2,2,1623,8,2.42,285.08,5
16.25,9,9,16.3,2,14.7,24,4,43.3,0,3,1281,8,3.91,144.67,12
11.21,23,13,16.4,3,15.8,20,3.9,36.1,0,5,550,11,0.57,38.69,7
11.50666,7,14,15.8,2,13.7,17,3.9,35.5,0,2,814,7,2.29,122.9,15
10.9,19,3,15.8,2,14.5,19,3.8,27.5,0,3,564,7,0.29,36,5
12.7775,19,8,15.6,3,10.2,25,4,38,4,4,901,9,4.00,371.89,5
14.14571,2,5,15.7,0,12.9,22,3.7,39.1,26,3,786,8,4.51,532.78,15
11.75,21,11,16.3,2,14.1,22,3.7,22.8,1,3,716,10,1.29,129.17,11
13.04285,13,2,15.9,2,10.8,27,4,23.4,4,3,279,10,5.92,461.25,8
12.29666,21,13,15.8,4,10.3,22,3.9,41.1,1,4,1214,10,3.25,251.31,11
10.67,19,13,15.2,2,10.6,29,3.9,38.7,0,3,430,7,0.30,21.32,5
11.41,24,6,17.7,6,16,27,3.7,47.4,0,3,1064,11,1.40,108.24,7
10.46,13,7,16.0,1,15.7,25,3.4,38.3,33,3,363,10,0.98,213.3,8
11.354,16,5,16.6,1,10,21,3.7,21.1,26,3,722,9,5.65,632.72,1
13.51,24,10,16.7,2,12.8,18,4.1,51.6,1,3,355,9,0.79,199.84,13
12.095,12,14,16.4,3,8.2,17,3.6,36.6,1,4,986,11,1.42,137.19,1
12.4,19,13,15.8,0,12.3,21,3.8,26,0,3,457,9,0.62,58.15,13
11.735,9,1,16.8,1,13.5,22,3.9,42.9,1,4,721,10,1.44,82.96,12
12.35692,16,12,15.4,0,9.8,20,3.7,20.9,18,3,881,9,6.87,1025.71,14
13.61,21,7,15.7,3,12.6,19,3.8,37,0,5,1115,11,0.52,49.74,8
10.6825,14,13,16.2,5,11.6,25,3.9,32.5,43,4,356,8,5.05,550.7,11
12.7975,13,14,15.2,0,9.4,17,4.3,30.9,2,3,565,9,7.03,795.36,5
13.98875,7,7,15.4,1,9.1,24,3.6,19.9,98,3,801,8,3.98,400.44,15
12.22,3,11,16.2,0,13.6,23,4,48.6,5,3,693,10,1.43,159.94,3
13.3,16,13,16.4,3,13,27,3.8,39.2,0,4,544,11,1.16,100.18,10
11.6375,11,13,16.4,3,10.8,22,3.7,21.6,64,3,951,9,4.28,460.61,4
12.2,19,10,15.8,0,11.2,19,3.3,55,0,3,905,7,0.43,25.39,5
10.04833,12,4,16.6,5,16.9,26,3.3,31.8,0,3,489,11,5.95,405.52,9
10.782,12,9,18.3,4,14.5,24,3.9,26.6,1,2,572,6,4.97,491.07,3
13.01,12,14,16.0,2,12.9,23,3.3,41.3,0,2,1075,8,1.10,84.28,5
10.955,23,13,15.3,4,8.7,23,2.5,36.6,0,3,695,10,0.62,60,7
14.16,24,7,14.4,3,12.5,26,3.7,44.2,0,3,638,8,1.90,116.43,13
10.80428,21,3,15.1,3,9.2,20,4.1,30.7,2,2,1058,7,5.25,449.5,8
13.925,16,9,16.9,3,14.4,14,4,29.4,0,4,460,10,0.86,76.67,12
12.97,24,6,16.2,4,9.8,24,3.6,42.8,0,2,497,7,3.26,216.23,13
6.6,18,6,16.2,5,12.3,28,3.8,35.4,0,4,564,10,1.82,22.01,13
9.93,16,11,15.2,1,8.8,23,3.9,30.8,0,3,359,9,0.42,28.11,8
12.26,18,2,17.0,5,14,23,3.9,39.6,2,4,1085,11,6.62,596.04,9
13.83,19,8,16.8,5,14.7,24,4,44.9,0,3,790,9,0.68,60.56,5
13.52,24,13,15.6,0,14.4,21,3.7,26.5,1,2,934,8,3.06,265.49,13
11.57,5,14,17.2,3,11.6,23,4.2,34.6,0,2,595,6,1.02,92.41,11
13.00666,5,2,16.7,4,15.9,24,3.8,35.4,22,3,748,10,5.18,531.99,15
13.23,19,11,15.2,1,11.9,21,3.6,34.6,0,3,812,9,0.44,49.76,13
9.64,19,2,16.2,1,14.1,22,3.5,37.8,8,4,921,10,3.16,212.53,13
14.15166,16,7,15.7,1,7.6,17,3.8,38.3,1,4,391,10,4.42,469.2,6
11.704,21,7,15.2,0,12.8,20,4,37.9,2,2,929,6,2.62,236.73,6
8.58,16,4,16.6,4,15.9,24,4,32,0,4,626,11,2.34,127.24,12
12.106,11,13,16.7,1,14.9,25,3.7,33.4,1,3,671,9,0.79,226.06,4
10.272,12,5,16.9,8,12.2,24,3.7,36.1,1,2,1256,6,2.57,381.76,1
11.004,11,7,15.7,2,13,24,3.8,31.2,21,4,584,10,3.76,336.4,7
10.68,13,4,16.4,3,12.8,29,3.9,51.4,1,4,507,11,1.09,96.91,5
12.56,13,13,15.7,3,14.1,19,3.4,31.1,55,3,418,10,1.57,212.41,2
12.33,21,14,15.1,0,11.6,14,4.1,52.4,8,2,531,7,2.79,201.4,8
13.19,21,11,16.3,0,16.6,17,3.7,28.1,0,2,563,8,0.90,55.18,11
12.95,13,13,15.2,3,9.8,23,3.8,35.3,1,3,1350,10,0.60,76.59,14
12.86333,14,2,16.8,0,10.4,25,3.5,28.7,1,3,662,9,2.72,271.12,11
9.49875,12,13,17.5,3,12.3,24,3.5,30.8,1,2,713,6,7.68,790.38,9
11.62,5,13,15.5,4,11.4,20,4.1,30,0,3,920,8,0.70,93.55,15
10.445,12,4,15.0,4,10.7,21,4,42.6,1,2,1163,6,3.55,305.48,9
12.1475,8,13,15.3,0,12.8,21,3.7,22.8,17,2,637,7,2.54,244.76,13
12.9,19,14,14.3,2,13,24,3.8,41,0,3,993,8,1.88,133.06,9
11.11,16,13,15.0,3,13.5,25,3.9,41.8,0,2,672,7,0.32,22.68,1
15.18,16,9,16.0,0,12.8,12,4.2,36.4,0,2,602,8,0.51,103.42,12
14.01,12,4,16.6,5,10.8,18,4.2,48.2,0,4,695,11,0.64,43.35,1
14.38,12,5,15.8,0,10.9,21,4.1,40.4,35,3,816,9,0.50,126.4,1
10.75,16,14,15.3,3,9.4,23,3.5,37.2,0,2,362,7,0.13,21.06,1
11.2,2,14,16.1,0,13.1,23,4,38,49,4,844,10,0.96,129.05,15
8.5,20,3,17.1,3,17.4,18,3.6,33.2,0,1,435,6,0.51,51.53,7
14.215,16,4,16.3,0,16.3,18,3.9,41.7,0,3,1138,7,0.69,81.8,12
11.425,4,3,16.2,1,13.5,26,4,37.8,7,2,481,8,0.92,86.84,13
13.54714,7,7,15.7,0,11.4,14,4,23.1,23,3,498,10,3.59,409.94,15
12.93,21,7,15.2,0,8.9,16,3.5,41.7,5,2,598,7,0.87,111.16,8
8.855,7,13,17.9,4,18.7,27,3.8,32.5,3,2,1297,6,3.21,364.06,11
8.86,21,13,14.6,4,10.8,21,4,33.5,1,2,1108,6,4.54,178.35,8
10.37,16,5,16.0,2,14.8,24,3.9,36.9,4,2,219,7,1.99,245.12,10
14.12777,21,2,16.3,4,9.6,23,3.4,29,26,4,1353,10,5.52,736.77,11
12.356,11,13,15.6,2,12.2,20,3.7,38.4,44,4,582,9,4.43,421.64,4
8.753636,23,13,16.4,4,13.5,25,3.8,15.2,8,3,607,10,8.39,959.36,7
11.04,16,8,16.3,3,15.5,17,3.4,43.4,0,2,684,8,0.57,62.92,14
12.95833,16,4,15.8,1,14,18,3.7,28.9,1,4,570,10,2.47,302.89,14
11.68333,11,11,15.6,1,11.7,19,3.5,36.1,0,4,483,10,1.95,248.28,4
15.085,16,7,15.9,3,12.2,20,3.6,40.4,1,3,408,10,2.01,157.23,6
10.4,13,2,18.6,3,16,23,3.7,32.1,1,2,344,7,1.15,121.63,2
11.53333,12,4,15.3,4,10.6,14,3.7,31.4,1,2,885,7,0.85,128.83,3
10.93,23,13,16.7,3,17.4,26,3.5,33.5,0,4,649,10,0.52,32.9,10
13.115,15,1,15.6,2,12.3,25,3.5,36.5,22,3,583,10,1.30,150.23,1
9.942,7,14,15.0,2,11.3,18,3.5,30.5,29,3,859,10,1.34,184.77,4
11.21,22,3,16.8,0,12.9,18,3.8,21.9,0,3,704,9,0.30,75.3,2
12.55111,16,7,14.7,0,9.6,22,3.7,21.4,19,3,840,9,9.60,1545.88,12
16.19,21,11,16.2,0,16.1,16,3.5,46.4,0,3,838,10,1.62,139.59,12
9.8225,16,14,15.0,1,10.3,19,4.1,21,26,2,541,7,1.92,236.08,3
10.148,7,13,15.9,4,13.4,25,3.8,37.6,121,2,657,9,3.68,267.4,4
11.45333,24,14,15.0,2,16.3,26,4.1,35,8,2,850,9,3.77,362.48,9
11.49,4,14,14.9,2,13.3,13,4,41.1,0,2,1107,6,0.97,85.8,13
11.36,16,4,15.8,6,11.5,20,3.7,35.7,0,2,910,7,0.35,35.21,14
12.23,16,9,16.6,2,16.4,25,3.6,47,0,2,830,8,0.63,151.2,10
13.04,13,7,14.8,0,8.8,21,3.6,38.6,0,3,1082,9,3.44,342.06,2
11.67,16,9,15.8,1,8.6,25,3.9,53.3,0,1,321,7,1.82,190.42,10
13.5,13,3,16.0,0,12.1,17,3.5,33.6,0,4,594,10,0.49,24.2,5
11.62666,13,14,15.8,1,12.1,26,3.9,38.9,0,2,842,7,1.53,142.84,9
12.54,21,13,15.8,0,11.8,16,3.9,35,0,4,444,9,0.89,116.1,11
8.15,16,4,16.3,6,15.5,17,3.9,26.7,1,1,1024,6,1.17,85.55,10
14.33,2,5,15.5,0,15.1,24,3.8,37.3,44,3,960,9,3.67,451.54,9
10.52,21,7,15.8,0,13.5,18,3.9,41.8,0,4,477,10,0.67,87.77,8
11.68,23,14,14.3,1,9.3,32,3.3,33.7,0,3,312,8,0.32,26.92,7
9.95,7,13,15.2,0,13,23,3.8,34.2,1,2,1109,6,8.51,368.28,15
12.83,5,3,16.5,3,14.1,21,3.3,36.7,1,3,783,9,1.32,146.53,8
11.35857,17,11,16.0,1,14.8,18,3.8,33.3,31,2,718,7,5.00,391.13,9
11.89,3,6,16.2,0,12.8,24,3.8,38.7,0,3,835,7,2.11,114.6,13
9.62,5,7,14.6,1,11,18,3.7,48.6,0,4,464,10,0.38,29.56,10
10.40666,11,13,15.4,2,8.6,19,3.6,25.6,1,3,658,8,3.62,473.05,4
12.57,24,12,15.7,0,8.7,22,3.4,25.4,0,2,866,8,1.52,136.94,9
10.495,12,14,15.9,0,12.2,18,3.6,37.5,0,2,430,8,0.33,95.52,3
10.57,18,11,15.7,1,11.3,26,3.7,33.4,2,3,642,10,1.85,164.53,13
14.37333,16,5,15.4,1,11.4,20,3.8,30.5,0,2,452,7,2.90,388.66,12
11.57,15,10,15.2,2,11.4,21,3.7,34.9,103,2,447,8,0.99,71.44,7
11,12,8,15.9,1,11.6,22,3.8,29.8,1,3,604,8,2.31,372.33,3
12.1425,21,2,16.2,3,10.7,20,3.8,31.6,7,3,496,10,4.00,299.51,8
11.3,7,5,15.3,3,10,18,3.9,32.2,1,3,1008,7,3.06,393.82,11
11.35142,2,5,15.5,5,10,23,3.8,28.7,2,2,532,6,6.78,717.54,9
11.78,5,2,19.1,5,15.8,26,3.9,34.1,0,1,929,6,1.49,68.24,4
12.21,2,13,15.2,7,11.7,25,3.9,30.6,0,3,1028,8,1.29,85.63,9
11.42,24,13,15.7,3,13.8,19,3.8,36.6,1,3,442,9,1.23,76.17,7
10.52,12,4,15.4,2,13.2,26,3.7,34.3,0,3,559,9,1.20,177.55,6
12.94,5,2,17.6,0,13.4,17,3.7,24.2,0,3,310,9,0.72,42.05,11
15.65,21,4,16.0,4,15.1,26,4,49.8,0,5,825,11,0.36,36.1,6
8.92,18,3,16.1,6,12.5,21,3.4,30.6,12,3,563,10,3.44,49.19,13
12.538,11,13,16.3,4,12.3,23,3.8,35.9,40,3,509,8,3.98,352.73,4
12.195,5,2,15.5,2,13.4,17,3.8,42.7,1,4,1266,10,2.32,208.06,15
11.34,14,8,16.3,3,14.3,14,3.9,30,0,3,336,7,0.64,45.39,15
11.76,12,5,15.7,4,12.1,20,3.9,25.2,0,3,978,7,6.62,223.76,3
12.73,11,2,16.0,2,15.9,23,3.8,38.9,0,3,493,9,1.01,100.28,15
11.66,5,2,16.2,0,14.1,17,3.3,48.6,50,2,1505,7,2.05,116.46,11
12.0125,2,2,15.8,3,10.7,19,3.8,33.2,2,2,921,8,3.63,376.69,9
12.095,21,13,16.2,3,17.9,20,3.6,39.5,0,4,703,11,2.27,250.3,11
14.00285,16,4,15.1,2,9,18,3.7,38.8,5,3,555,10,0.40,527.97,12
13.24,14,5,15.7,0,12.5,19,3.7,39.2,0,3,756,8,1.47,102.99,9
10.62,13,2,15.2,3,12.5,27,3.7,39.8,0,3,666,9,0.47,37.57,5
9.8775,16,5,14.6,4,10.3,27,3.8,26.9,3,2,435,6,6.36,459.52,14
11.875,23,7,16.4,3,11.6,17,3.9,37,4,3,464,11,0.45,65.69,7
11.685,12,4,14.9,4,12.9,19,3.9,44.7,1,1,513,6,1.32,100.46,1
12.565,16,4,15.4,1,13.1,20,3.5,37.1,1,2,697,7,0.57,81.41,12
11.486,12,8,15.9,3,13.3,20,3.6,42.8,1,2,763,8,3.95,390.09,3
11.07,17,13,15.9,2,13.4,20,4.1,42.5,28,3,354,7,2.45,209.16,9
11.42,7,14,15.4,1,11.6,21,3.7,23.3,1,3,489,9,2.66,252.96,15
12.67,7,14,15.3,3,11.8,23,3.7,37.4,0,3,559,7,1.02,45.03,15
11.26,16,1,17.0,4,17.4,20,2.9,25.2,0,4,459,11,2.53,64.05,12
11.76,19,1,16.6,0,12.2,18,3.8,51.7,0,2,1008,7,2.76,211.35,5
10.65,15,13,15.8,3,10.7,25,4,30.4,5,2,1021,7,7.73,705.18,1
11.545,16,3,16.0,0,13.4,23,3.7,36.7,0,2,208,8,2.69,101.24,1
11.46333,13,13,16.1,4,12.6,25,3.9,37.5,1,2,375,7,2.20,254.76,9
13.0475,10,5,15.5,1,11.6,27,3.8,45.2,0,2,1191,8,4.12,341.39,5
11.88,7,7,15.3,1,7.6,25,3.8,22.9,3,3,829,7,1.07,114.39,15
